Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
European_Union_27_countries_from_2020,7629.0,11416.0,22514.0,89808.0,11098.0,11514.0,27847.0,16333.0,20686.0,28363.0,39447.0,7677.0,11084.0,5036.0,Sheet 20,ISCED 5–8,Total,50-74,Male
European_Union_29_countries_from_2013-2020,11104.0,12605.0,25131.0,105369.0,12526.0,1291.0,31955.0,19045.0,24035.0,33396.0,48283.0,9361.0,14887.0,5609.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Euro_area_19_countries_2015-2022,6573.0,10183.0,19704.0,75557.0,9522.0,9461.0,2297.0,13509.0,16783.0,23424.0,32882.0,6641.0,9458.0,4367.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Belgium,396.0,261.0,484.0,2685.0,223.0,221.0,727.0,506.0,573.0,894.0,1474.0,321.0,58.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Bulgaria,,,183.0,1362.0,145.0,216.0,462.0,246.0,541.0,652.0,717.0,111.0,65.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Czechia,157.0,123.0,352.0,1826.0,229.0,234.0,582.0,348.0,452.0,629.0,892.0,177.0,264.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Denmark,154.0,112.0,238.0,1376.0,126.0,118.0,417.0,298.0,379.0,543.0,721.0,165.0,177.0,57.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Germany,2552.0,3753.0,6167.0,25003.0,2414.0,2996.0,7364.0,4368.0,5936.0,8302.0,11473.0,2366.0,3171.0,2434.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Estonia,,41.0,91.0,326.0,5.0,53.0,135.0,82.0,66.0,83.0,99.0,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Ireland,157.0,12.0,203.0,93.0,82.0,74.0,237.0,163.0,218.0,314.0,49.0,97.0,176.0,138.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Greece,,347.0,832.0,2138.0,485.0,331.0,70.0,37.0,361.0,493.0,606.0,133.0,112.0,172.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Spain,444.0,1337.0,3187.0,10904.0,185.0,1596.0,3529.0,1933.0,2489.0,3166.0,4187.0,676.0,1022.0,676.0,Sheet 20,ISCED 5–8,Total,50-74,Male
France,1247.0,1243.0,2574.0,11959.0,1331.0,1516.0,3846.0,233.0,2664.0,4029.0,554.0,1365.0,1511.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Croatia,8.0,98.0,231.0,654.0,133.0,138.0,194.0,56.0,141.0,165.0,228.0,,64.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Italy,321.0,1432.0,2961.0,8373.0,1529.0,107.0,2289.0,122.0,163.0,2037.0,3123.0,406.0,1086.0,224.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Cyprus,,,69.0,203.0,42.0,,84.0,5.0,,38.0,5.0,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Latvia,,,49.0,414.0,,44.0,11.0,66.0,147.0,203.0,255.0,55.0,52.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Lithuania,41.0,48.0,12.0,627.0,72.0,117.0,296.0,18.0,184.0,191.0,211.0,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Luxembourg,,,,98.0,,,39.0,,,,36.0,,,7.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Hungary,147.0,77.0,225.0,1313.0,148.0,129.0,399.0,27.0,401.0,477.0,689.0,77.0,212.0,53.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Malta,,,,65.0,,,,,,,,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Netherlands,739.0,449.0,919.0,5527.0,47.0,454.0,1471.0,1017.0,1196.0,1993.0,3136.0,797.0,1143.0,21.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Austria,22.0,537.0,842.0,2395.0,306.0,267.0,65.0,383.0,46.0,656.0,902.0,195.0,246.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Poland,375.0,541.0,957.0,4268.0,416.0,68.0,1502.0,822.0,1076.0,1311.0,1809.0,235.0,498.0,251.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Portugal,109.0,158.0,375.0,1233.0,217.0,23.0,437.0,208.0,276.0,326.0,421.0,,95.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Romania,,,179.0,1389.0,114.0,216.0,606.0,39.0,422.0,541.0,605.0,119.0,,217.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Slovenia,62.0,4.0,94.0,364.0,55.0,69.0,142.0,73.0,64.0,93.0,128.0,,35.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Slovakia,41.0,46.0,143.0,698.0,98.0,139.0,334.0,196.0,161.0,183.0,22.0,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Finland,148.0,304.0,556.0,1616.0,253.0,228.0,554.0,327.0,285.0,372.0,505.0,86.0,133.0,35.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Sweden,,,444.0,2063.0,265.0,323.0,715.0,392.0,492.0,621.0,904.0,,283.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Iceland,,,56.0,91.0,,,,,,,,,,,Sheet 20,ISCED 5–8,Total,50-74,Male
Norway,129.0,25.0,467.0,1659.0,217.0,268.0,582.0,314.0,311.0,425.0,61.0,114.0,185.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
Switzerland,399.0,533.0,942.0,3476.0,409.0,416.0,1026.0,61.0,784.0,1027.0,1508.0,243.0,481.0,10.0,Sheet 20,ISCED 5–8,Total,50-74,Male
United Kingdom,3475.0,1189.0,2618.0,15561.0,1428.0,1395.0,4108.0,2712.0,3349.0,5033.0,8836.0,1685.0,3803.0,574.0,Sheet 20,ISCED 5–8,Total,50-74,Male
Türkiye,137.0,772.0,1619.0,5251.0,847.0,907.0,1919.0,1012.0,1124.0,1396.0,1712.0,272.0,317.0,,Sheet 20,ISCED 5–8,Total,50-74,Male
European_Union_27_countries_from_2020,,,,875.0,,,,,,,519.0,,,,Sheet 21,No response,Total,15-34,Male
European_Union_29_countries_from_2013-2020,,,,1053.0,,,,,,,622.0,,,,Sheet 21,No response,Total,15-34,Male
Euro_area_19_countries_2015-2022,,,,724.0,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Belgium,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Czechia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Denmark,,,,99.0,,,,,,,43.0,,,,Sheet 21,No response,Total,15-34,Male
Germany,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Estonia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Ireland,,,,,,,,,,,,,,67.0,Sheet 21,No response,Total,15-34,Male
Greece,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Spain,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
France,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Croatia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Italy,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Cyprus,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Latvia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Lithuania,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Hungary,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Malta,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Netherlands,,,,101.0,,,,,57.0,64.0,79.0,,,,Sheet 21,No response,Total,15-34,Male
Austria,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Poland,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Portugal,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Romania,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Slovenia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Slovakia,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Finland,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Sweden,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Iceland,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Norway,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
Switzerland,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
United Kingdom,,,,177.0,,,,,,,103.0,,,,Sheet 21,No response,Total,15-34,Male
Türkiye,,,,,,,,,,,,,,,Sheet 21,No response,Total,15-34,Male
European_Union_27_countries_from_2020,,,,1949.0,,,525.0,,538.0,806.0,109.0,,,,Sheet 22,No response,Total,15-74,Male
European_Union_29_countries_from_2013-2020,,,,2314.0,,,625.0,,672.0,95.0,1284.0,,,,Sheet 22,No response,Total,15-74,Male
Euro_area_19_countries_2015-2022,,,,1675.0,,,,,,743.0,972.0,,,,Sheet 22,No response,Total,15-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Denmark,,,51.0,195.0,,,68.0,,,51.0,75.0,,,,Sheet 22,No response,Total,15-74,Male
Germany,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Ireland,,,42.0,145.0,,,,,5.0,58.0,74.0,,,154.0,Sheet 22,No response,Total,15-74,Male
Greece,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Spain,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
France,,,,822.0,,,,,,,52.0,,,,Sheet 22,No response,Total,15-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Italy,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Malta,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Netherlands,64.0,,52.0,527.0,37.0,52.0,16.0,108.0,182.0,232.0,316.0,5.0,84.0,61.0,Sheet 22,No response,Total,15-74,Male
Austria,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Poland,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Romania,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Finland,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Norway,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
Switzerland,,,,49.0,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
United Kingdom,,,,364.0,,,101.0,,134.0,145.0,194.0,,,,Sheet 22,No response,Total,15-74,Male
Türkiye,,,,,,,,,,,,,,,Sheet 22,No response,Total,15-74,Male
European_Union_27_countries_from_2020,,,,1886.0,,,506.0,,537.0,804.0,1069.0,,,,Sheet 23,No response,Total,20-64,Male
European_Union_29_countries_from_2013-2020,,,,2234.0,,,607.0,,67.0,949.0,1263.0,,,,Sheet 23,No response,Total,20-64,Male
Euro_area_19_countries_2015-2022,,,,1613.0,,,,,,743.0,953.0,,,,Sheet 23,No response,Total,20-64,Male
Belgium,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Czechia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Denmark,,,51.0,193.0,,,68.0,,,5.0,74.0,,,,Sheet 23,No response,Total,20-64,Male
Germany,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Estonia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Ireland,,,,142.0,,,,,5.0,58.0,73.0,,,152.0,Sheet 23,No response,Total,20-64,Male
Greece,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Spain,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
France,,,,796.0,,,,,,,504.0,,,,Sheet 23,No response,Total,20-64,Male
Croatia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Italy,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Cyprus,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Latvia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Lithuania,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Hungary,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Malta,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Netherlands,64.0,,48.0,521.0,37.0,52.0,16.0,108.0,182.0,232.0,313.0,5.0,81.0,61.0,Sheet 23,No response,Total,20-64,Male
Austria,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Poland,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Portugal,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Romania,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Slovenia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Slovakia,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Finland,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Sweden,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Iceland,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Norway,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
Switzerland,,,,44.0,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
United Kingdom,,,,348.0,,,101.0,,134.0,145.0,194.0,,,,Sheet 23,No response,Total,20-64,Male
Türkiye,,,,,,,,,,,,,,,Sheet 23,No response,Total,20-64,Male
European_Union_27_countries_from_2020,,,,626.0,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
European_Union_29_countries_from_2013-2020,,,,742.0,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Euro_area_19_countries_2015-2022,,,,546.0,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Belgium,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Czechia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Denmark,,,,62.0,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Germany,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Estonia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Ireland,,,,64.0,,,,,,,,,,63.0,Sheet 24,No response,Total,35-49,Male
Greece,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Spain,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
France,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Croatia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Italy,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Cyprus,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Latvia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Lithuania,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Hungary,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Malta,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Netherlands,,,,232.0,,39.0,87.0,48.0,7.0,97.0,127.0,,,,Sheet 24,No response,Total,35-49,Male
Austria,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Poland,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Portugal,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Romania,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Slovenia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Slovakia,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Finland,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Sweden,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Iceland,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Norway,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Switzerland,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
United Kingdom,,,,116.0,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
Türkiye,,,,,,,,,,,,,,,Sheet 24,No response,Total,35-49,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
European_Union_29_countries_from_2013-2020,,,,519.0,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Germany,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Ireland,,,,41.0,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Greece,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Spain,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
France,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Italy,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Malta,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Netherlands,,,,194.0,,,55.0,47.0,55.0,71.0,11.0,,39.0,,Sheet 25,No response,Total,50-74,Male
Austria,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Poland,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Romania,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Finland,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Norway,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
Türkiye,,,,,,,,,,,,,,,Sheet 25,No response,Total,50-74,Male
European_Union_27_countries_from_2020,384.0,10932.0,25277.0,118833.0,14345.0,17529.0,41894.0,24366.0,31107.0,40767.0,51662.0,966.0,10895.0,6531.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
European_Union_29_countries_from_2013-2020,5071.0,1383.0,32197.0,152423.0,18367.0,21175.0,52134.0,30959.0,39332.0,51944.0,68092.0,12612.0,16148.0,7814.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Euro_area_19_countries_2015-2022,2965.0,9602.0,21382.0,92105.0,1178.0,13696.0,32122.0,18426.0,22455.0,29721.0,3860.0,7265.0,888.0,5009.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Belgium,129.0,206.0,515.0,2608.0,308.0,418.0,936.0,519.0,619.0,853.0,1157.0,234.0,304.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Bulgaria,64.0,,226.0,2299.0,182.0,265.0,794.0,529.0,905.0,1167.0,1279.0,263.0,111.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Czechia,8.0,94.0,343.0,2534.0,249.0,303.0,807.0,504.0,873.0,118.0,1385.0,307.0,205.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Denmark,55.0,204.0,465.0,1903.0,261.0,304.0,703.0,399.0,421.0,585.0,735.0,163.0,15.0,53.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Germany,847.0,2927.0,5447.0,25405.0,252.0,371.0,890.0,519.0,6317.0,8674.0,11057.0,2357.0,2384.0,2067.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Estonia,,5.0,149.0,574.0,99.0,128.0,272.0,144.0,12.0,138.0,153.0,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Ireland,,8.0,251.0,135.0,172.0,164.0,462.0,298.0,366.0,451.0,637.0,85.0,185.0,295.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Greece,,197.0,621.0,1993.0,424.0,30.0,693.0,394.0,486.0,619.0,679.0,133.0,6.0,109.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Spain,261.0,120.0,3157.0,12893.0,1958.0,1952.0,443.0,2478.0,3369.0,3971.0,5306.0,602.0,1335.0,93.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
France,927.0,1622.0,3681.0,18543.0,2059.0,2562.0,6267.0,3704.0,4708.0,6698.0,8596.0,199.0,1898.0,577.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Croatia,,45.0,162.0,764.0,117.0,91.0,261.0,17.0,186.0,221.0,342.0,,121.0,53.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Italy,109.0,1097.0,2673.0,8909.0,1575.0,147.0,3162.0,1692.0,1706.0,2165.0,3075.0,46.0,91.0,308.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Cyprus,,44.0,113.0,368.0,68.0,83.0,196.0,113.0,42.0,5.0,59.0,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Latvia,,,5.0,612.0,36.0,,157.0,134.0,273.0,325.0,406.0,52.0,8.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Lithuania,,75.0,165.0,1054.0,9.0,165.0,545.0,379.0,309.0,333.0,344.0,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Luxembourg,,,,105.0,,,51.0,36.0,,,,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Hungary,102.0,75.0,211.0,2171.0,136.0,195.0,671.0,476.0,883.0,1112.0,1288.0,229.0,177.0,39.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Malta,,,54.0,27.0,,53.0,115.0,62.0,63.0,81.0,101.0,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Netherlands,368.0,1189.0,2525.0,9342.0,1336.0,1392.0,3063.0,1671.0,1886.0,2702.0,3754.0,816.0,1052.0,299.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Austria,,188.0,464.0,2513.0,277.0,339.0,841.0,502.0,756.0,993.0,1207.0,237.0,214.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Poland,402.0,511.0,1603.0,9815.0,1092.0,1474.0,3712.0,2239.0,3169.0,3759.0,450.0,59.0,74.0,447.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Portugal,86.0,354.0,757.0,2445.0,403.0,372.0,761.0,388.0,582.0,666.0,927.0,84.0,261.0,239.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Romania,,,162.0,3877.0,131.0,505.0,1592.0,1086.0,1446.0,1929.0,2123.0,482.0,194.0,888.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Slovenia,,37.0,72.0,27.0,36.0,75.0,123.0,48.0,62.0,65.0,75.0,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Slovakia,,56.0,152.0,895.0,96.0,147.0,401.0,254.0,282.0,306.0,341.0,,,54.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Finland,65.0,235.0,512.0,1956.0,277.0,328.0,748.0,42.0,486.0,602.0,696.0,116.0,94.0,74.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Sweden,,327.0,724.0,3366.0,397.0,695.0,1232.0,537.0,768.0,1093.0,1411.0,326.0,317.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Iceland,,72.0,121.0,221.0,5.0,46.0,7.0,,,,,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Norway,76.0,16.0,413.0,1571.0,253.0,25.0,585.0,335.0,373.0,459.0,573.0,85.0,114.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Switzerland,52.0,33.0,759.0,2574.0,429.0,321.0,806.0,486.0,601.0,745.0,1009.0,144.0,264.0,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
United Kingdom,1231.0,2899.0,692.0,3359.0,4021.0,3646.0,10239.0,6593.0,8225.0,11178.0,16431.0,2953.0,5253.0,1283.0,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
Türkiye,,,,,,,,,,,,,,,Sheet 26,All ISCED 2011 levels,Cities,15-34,Male
European_Union_27_countries_from_2020,15081.0,34637.0,81553.0,377812.0,46916.0,54721.0,132624.0,77903.0,96318.0,126021.0,163636.0,29704.0,37615.0,22501.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
European_Union_29_countries_from_2013-2020,21642.0,41933.0,99175.0,46693.0,57242.0,64449.0,159619.0,9517.0,117291.0,155092.0,208136.0,37801.0,53044.0,25981.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
Euro_area_19_countries_2015-2022,11915.0,30746.0,70153.0,295473.0,39407.0,43662.0,103181.0,59519.0,68404.0,90833.0,12214.0,2243.0,31306.0,1728.0,Sheet 27,All ISCED 2011 levels,Cities,15-74,Male
